"Standard
Class ID"	"Standard
Instance ID"	"Standard
Member ID"	Parameter ID	Instance	"Class
Name"	Base or Module #	"Parameter Name
Member Name"	Description	"Selectable Range or
Enumerations via Comms ( )"	Default from Factory	Data Type	"Read
Write
EEPROM
User Set Save"	Relative Address	Absolute Address	Offset to next inst.	"Modbus
Registers
Range"	Max Instance														
25	8	19	25019	8	MAT	F4T Base	Math - Source Value D	Monitor the Source Value D driving this receiver.	"-99,999.000 to 99,999.000°F or units, -55,572.778 to 55,537.200°C"	no default	IEEE Float	R	12756	" 412,757 "	80	12160 to 14062	24														
25	8	20	25020	8	MAT	F4T Base	Math - Source Value E	Monitor the Source Value E driving this receiver.	"Off (62), On (63)"	no default	Wide Enumeration	R	12758	" 412,759 "	80	12160 to 14062	24														
25	8	21	25021	8	MAT	F4T Base	Math - Function	Program the Function of the Math block.	"Off (62), Average (1367), Process Scale (1371), Deviation Scale (1372), Switch Over (1370), Differential (1373), Ratio (1374), Add (1375), Multiply (1376), Absolute Difference (1377), Minimum (1378), Maximum (1379), Square Root (1380), Sample and Hold (1381), Pressure to Altitude (1649), Dewpoint (1650)"	Off (62)	Wide Enumeration	RWES	12760	" 412,761 "	80	12160 to 14062	24														
25	8	22	25022	8	MAT	F4T Base	Math - Value	Monitor the output value of the Math block.	"-99,999.000 to 99,999.000°F or units, -55,572.778 to 55,537.200°C"	no default	IEEE Float	R	12762	" 412,763 "	80	12160 to 14062	24														
25	8	23	25023	8	MAT	F4T Base	Math - Offset	Program value added to the result of the calculation.	"-99,999.000 to 99,999.000°F or units, -55,572.778 to 55,537.200°C"	"0°F or units, 0°C"	IEEE Float	RWES	12764	" 412,765 "	80	12160 to 14062	24														
25	8	24	25024	8	MAT	F4T Base	Math - Scale Low	Program the value of input X at which the Range Low setting is the desired result of scaling.	"-99,999.000 to 99,999.000°F or units, -55,572.778 to 55,537.200°C"	0.0	IEEE Float	RWES	12766	" 412,767 "	80	12160 to 14062	24														
25	8	25	25025	8	MAT	F4T Base	Math - Scale High	Program the value of input X at which the Range High setting is the desired result of scaling.	"-99,999.000 to 99,999.000°F or units, -55,572.778 to 55,537.200°C"	1.0	IEEE Float	RWES	12768	" 412,769 "	80	12160 to 14062	24														
25	8	26	25026	8	MAT	F4T Base	Math - Range Low	Program the desired result of scaling at the point where input X equals the Scale Low setting. Or program the value of input X at which the Low Range setting plus the DEV value is the desired output.	"-99,999.000 to 99,999.000°F or units, -55,572.778 to 55,537.200°C"	0.0	IEEE Float	RWES	12770	" 412,771 "	80	12160 to 14062	24														
25	8	27	25027	8	MAT	F4T Base	Math - Range High	Program the desired result of scaling at the point where input X equals the Scale High setting. Or program the value of input X at which the High Range setting plus the DEV value is the desired output.	"-99,999.000 to 99,999.000°F or units, -55,572.778 to 55,537.200°C"	1.0	IEEE Float	RWES	12772	" 412,773 "	80	12160 to 14062	24														
25	8	28	25028	8	MAT	F4T Base	Math - Filter	Program the amount of filtering to apply.	0.0 to 60.0 Seconds	0.0 seconds	IEEE Float	RWES	12774	" 412,775 "	80	12160 to 14062	24														
25	8	29	25029	8	MAT	F4T Base	Math - Error	Monitor the Math block for input or calculation errors.	"None (61), Open (65), Shorted (127), Measurement Error (140), Bad Cal Data (139), Ambient Error (9), RTD Error (141), Fail (32), Math Error (1423), Not Sourced (246), Stale (1617)"	no default	Wide Enumeration	R	12776	" 412,777 "	80	12160 to 14062	24														
25	8	30	25030	8	MAT	F4T Base	Math - Pressure Units	Program the units of pressure input.	"PSI (1671), mbar (1672), Torr (1673), Pascal (1674), Atmosphere (1675)"	PSI (1671)	Wide Enumeration	RWES	12778	" 412,779 "	80	12160 to 14062	24														
25	8	31	25031	8	MAT	F4T Base	Math - Altitude Units	Program the units for the altitude output.	"Feet (1676), Kilofeet (1677)"	Kilofeet (1677)	Wide Enumeration	RWES	12780	" 412,781 "	80	12160 to 14062	24														
25	8	32	25032	8	MAT	F4T Base	Math - Units	Program the source units.	"Source (1539), None (61), Absolute Temperature (1540), RelativeTemperature (1541), Power (73), Process (75), Relative Humidity (1538)"	Source (1539)	Wide Enumeration	RWES	12782	" 412,783 "	80	12160 to 14062	24														
25	9	1	25001	9	MAT	F4T Base	Math - Source Function A	Program the Source A for the receiver in the Math block.	"None (61), Analog Input (142), Current (22), Cool Power (161), Heat Power (160), Power (73), Linearization (238), Math (240), Process Value (241), Set Point Closed (242), Set Point Open (243), Variable (245), Condition (10001), Encoder (1740), Profile Number (1779), Cascade Cool Power (1795), Cascade Heat Power (1794), Cascade Power (1796), Cascade Set Point Closed (1797), Cascade Set Point Open (1798)"	None (61)	Wide Enumeration	RWES	12800	" 412,801 "	80	12160 to 14062	24														
25	9	2	25002	9	MAT	F4T Base	Math - Source Function B	Program the Source B for the receiver in the Math block.	"None (61), Analog Input (142), Current (22), Cool Power (161), Heat Power (160), Power (73), Linearization (238), Math (240), Process Value (241), Set Point Closed (242), Set Point Open (243), Variable (245), Condition (10001), Encoder (1740), Profile Number (1779), Cascade Cool Power (1795), Cascade Heat Power (1794), Cascade Power (1796), Cascade Set Point Closed (1797), Cascade Set Point Open (1798)"	None (61)	Wide Enumeration	RWES	12802	" 412,803 "	80	12160 to 14062	24														
25	9	3	25003	9	MAT	F4T Base	Math - Source Function C	Program the Source C for the receiver in the Math block.	"None (61), Analog Input (142), Current (22), Cool Power (161), Heat Power (160), Power (73), Linearization (238), Math (240), Process Value (241), Set Point Closed (242), Set Point Open (243), Variable (245), Condition (10001), Encoder (1740), Profile Number (1779), Cascade Cool Power (1795), Cascade Heat Power (1794), Cascade Power (1796), Cascade Set Point Closed (1797), Cascade Set Point Open (1798)"	None (61)	Wide Enumeration	RWES	12804	" 412,805 "	80	12160 to 14062	24														
25	9	4	25004	9	MAT	F4T Base	Math - Source Function D	Program the Source D for the receiver in the Math block.	"None (61), Analog Input (142), Current (22), Cool Power (161), Heat Power (160), Power (73), Linearization (238), Math (240), Process Value (241), Set Point Closed (242), Set Point Open (243), Variable (245), Condition (10001), Encoder (1740), Profile Number (1779), Cascade Cool Power (1795), Cascade Heat Power (1794), Cascade Power (1796), Cascade Set Point Closed (1797), Cascade Set Point Open (1798)"	None (61)	Wide Enumeration	RWES	12806	" 412,807 "	80	12160 to 14062	24														
25	9	5	25005	9	MAT	F4T Base	Math - Source Function E	Program the Source E for the receiver in the Math block.	"None (61), Alarm (6), Compare (230), Counter (231), Digital IO (1142), Profile Event A (233), Profile Event B (234), Profile Event C (235), Profile Event D (236), Profile Event E (247), Profile Event F (248), Profile Event G (249), Profile Event H (250), Function Key (1001), Logic (239), Timer (244) Variable (245), Condition (10001), Profile Running (1780), Profile Paused (1781)"	None (61)	Wide Enumeration	RWES	12808	" 412,809 "	80	12160 to 14062	24														
25	9	6	25006	9	MAT	F4T Base	Math - Source Instance A	Program the Source Instance A for the receiver in the Math block.	1 to 250	1	unsigned 8-bit	RWES	12810	" 412,811 "	80	12160 to 14062	24														
25	9	7	25007	9	MAT	F4T Base	Math - Source Instance B	Program the Source Instance B for the receiver in the Math block.	1 to 250	1	unsigned 8-bit	RWES	12812	" 412,813 "	80	12160 to 14062	24														
25	9	8	25008	9	MAT	F4T Base	Math - Source Instance C	Program the Source Instance C for the receiver in the Math block.	1 to 250	1	unsigned 8-bit	RWES	12814	" 412,815 "	80	12160 to 14062	24														
25	9	9	25009	9	MAT	F4T Base	Math - Source Instance D	Program the Source Instance D for the receiver in the Math block.	1 to 250	1	unsigned 8-bit	RWES	12816	" 412,817 "	80	12160 to 14062	24														
25	9	10	25010	9	MAT	F4T Base	Math - Source Instance E	Program the Source Instance E for the receiver in the Math block.	1 to 250	1	unsigned 8-bit	RWES	12818	" 412,819 "	80	12160 to 14062	24														
25	9	11	25011	9	MAT	F4T Base	Math - Source Zone A	Program the Source Zone A for the receiver in the Math block.	0 to 24	0	unsigned 8-bit	RWES	12820	" 412,821 "	80	12160 to 14062	24														
25	9	12	25012	9	MAT	F4T Base	Math - Source Zone B	Program the Source Zone B for the receiver in the Math block.	0 to 24	0	unsigned 8-bit	RWES	12822	" 412,823 "	80	12160 to 14062	24														
25	9	13	25013	9	MAT	F4T Base	Math - Source Zone C	Program the Source Zone C for the receiver in the Math block.	0 to 24	0	unsigned 8-bit	RWES	12824	" 412,825 "	80	12160 to 14062	24														
25	9	14	25014	9	MAT	F4T Base	Math - Source Zone D	Program the Source Zone D for the receiver in the Math block.	0 to 24	0	unsigned 8-bit	RWES	12826	" 412,827 "	80	12160 to 14062	24														
25	9	15	25015	9	MAT	F4T Base	Math - Source Zone E	Program the Source Zone E for the receiver in the Math block.	0 to 24	0	unsigned 8-bit	RWES	12828	" 412,829 "	80	12160 to 14062	24														
25	9	16	25016	9	MAT	F4T Base	Math - Source Value A	Monitor the Source Value A driving this receiver.	"-99,999.000 to 99,999.000°F or units, -55,572.778 to 55,537.200°C"	no default	IEEE Float	R	12830	" 412,831 "	80	12160 to 14062	24														
25	9	17	25017	9	MAT	F4T Base	Math - Source Value B	Monitor the Source Value B driving this receiver.	"-99,999.000 to 99,999.000°F or units, -55,572.778 to 55,537.200°C"	no default	IEEE Float	R	12832	" 412,833 "	80	12160 to 14062	24														
25	9	18	25018	9	MAT	F4T Base	Math - Source Value C	Monitor the Source Value C driving this receiver.	"-99,999.000 to 99,999.000°F or units, -55,572.778 to 55,537.200°C"	no default	IEEE Float	R	12834	" 412,835 "	80	12160 to 14062	24														
25	9	19	25019	9	MAT	F4T Base	Math - Source Value D	Monitor the Source Value D driving this receiver.	"-99,999.000 to 99,999.000°F or units, -55,572.778 to 55,537.200°C"	no default	IEEE Float	R	12836	" 412,837 "	80	12160 to 14062	24														
25	9	20	25020	9	MAT	F4T Base	Math - Source Value E	Monitor the Source Value E driving this receiver.	"Off (62), On (63)"	no default	Wide Enumeration	R	12838	" 412,839 "	80	12160 to 14062	24														
25	9	21	25021	9	MAT	F4T Base	Math - Function	Program the Function of the Math block.	"Off (62), Average (1367), Process Scale (1371), Deviation Scale (1372), Switch Over (1370), Differential (1373), Ratio (1374), Add (1375), Multiply (1376), Absolute Difference (1377), Minimum (1378), Maximum (1379), Square Root (1380), Sample and Hold (1381), Pressure to Altitude (1649), Dewpoint (1650)"	Off (62)	Wide Enumeration	RWES	12840	" 412,841 "	80	12160 to 14062	24														
25	9	22	25022	9	MAT	F4T Base	Math - Value	Monitor the output value of the Math block.	"-99,999.000 to 99,999.000°F or units, -55,572.778 to 55,537.200°C"	no default	IEEE Float	R	12842	" 412,843 "	80	12160 to 14062	24														
25	9	23	25023	9	MAT	F4T Base	Math - Offset	Program value added to the result of the calculation.	"-99,999.000 to 99,999.000°F or units, -55,555.000 to 55,555.000°C"	"0°F or units, 0°C"	IEEE Float	RWES	12844	" 412,845 "	80	12160 to 14062	24														
25	9	24	25024	9	MAT	F4T Base	Math - Scale Low	Program the value of input X at which the Range Low setting is the desired result of scaling.	"-99,999.000 to 99,999.000°F or units, -55,572.778 to 55,537.200°C"	0.0	IEEE Float	RWES	12846	" 412,847 "	80	12160 to 14062	24														
25	9	25	25025	9	MAT	F4T Base	Math - Scale High	Program the value of input X at which the Range High setting is the desired result of scaling.	"-99,999.000 to 99,999.000°F or units, -55,572.778 to 55,537.200°C"	1.0	IEEE Float	RWES	12848	" 412,849 "	80	12160 to 14062	24														
25	9	26	25026	9	MAT	F4T Base	Math - Range Low	Program the desired result of scaling at the point where input X equals the Scale Low setting. Or program the value of input X at which the Low Range setting plus the DEV value is the desired output.	"-99,999.000 to 99,999.000°F or units, -55,572.778 to 55,537.200°C"	0.0	IEEE Float	RWES	12850	" 412,851 "	80	12160 to 14062	24														
25	9	27	25027	9	MAT	F4T Base	Math - Range High	Program the desired result of scaling at the point where input X equals the Scale High setting. Or program the value of input X at which the High Range setting plus the DEV value is the desired output.	"-99,999.000 to 99,999.000°F or units, -55,572.778 to 55,537.200°C"	1.0	IEEE Float	RWES	12852	" 412,853 "	80	12160 to 14062	24														
25	9	28	25028	9	MAT	F4T Base	Math - Filter	Program the amount of filtering to apply.	0.0 to 60.0 Seconds	0.0 seconds	IEEE Float	RWES	12854	" 412,855 "	80	12160 to 14062	24														
25	9	29	25029	9	MAT	F4T Base	Math - Error	Monitor the Math block for input or calculation errors.	"None (61), Open (65), Shorted (127), Measurement Error (140), Bad Cal Data (139), Ambient Error (9), RTD Error (141), Fail (32), Math Error (1423), Not Sourced (246), Stale (1617)"	no default	Wide Enumeration	R	12856	" 412,857 "	80	12160 to 14062	24														
25	9	30	25030	9	MAT	F4T Base	Math - Pressure Units	Program the units of pressure input.	"PSI (1671), mbar (1672), Torr (1673), Pascal (1674), Atmosphere (1675)"	PSI (1671)	Wide Enumeration	RWES	12858	" 412,859 "	80	12160 to 14062	24														
25	9	31	25031	9	MAT	F4T Base	Math - Altitude Units	Program the units for the altitude output.	"Feet (1676), Kilofeet (1677)"	Kilofeet (1677)	Wide Enumeration	RWES	12860	" 412,861 "	80	12160 to 14062	24														
25	9	32	25032	9	MAT	F4T Base	Math - Units	Program the source units.	"Source (1539), None (61), Absolute Temperature (1540), RelativeTemperature (1541), Power (73), Process (75), Relative Humidity (1538)"	Source (1539)	Wide Enumeration	RWES	12862	" 412,863 "	80	12160 to 14062	24														
25	10	1	25001	10	MAT	F4T Base	Math - Source Function A	Program the Source A for the receiver in the Math block.	"None (61), Analog Input (142), Current (22), Cool Power (161), Heat Power (160), Power (73), Linearization (238), Math (240), Process Value (241), Set Point Closed (242), Set Point Open (243), Variable (245), Condition (10001), Encoder (1740), Profile Number (1779), Cascade Cool Power (1795), Cascade Heat Power (1794), Cascade Power (1796), Cascade Set Point Closed (1797), Cascade Set Point Open (1798)"	None (61)	Wide Enumeration	RWES	12880	" 412,881 "	80	12160 to 14062	24														
25	10	2	25002	10	MAT	F4T Base	Math - Source Function B	Program the Source B for the receiver in the Math block.	"None (61), Analog Input (142), Current (22), Cool Power (161), Heat Power (160), Power (73), Linearization (238), Math (240), Process Value (241), Set Point Closed (242), Set Point Open (243), Variable (245), Condition (10001), Encoder (1740), Profile Number (1779), Cascade Cool Power (1795), Cascade Heat Power (1794), Cascade Power (1796), Cascade Set Point Closed (1797), Cascade Set Point Open (1798)"	None (61)	Wide Enumeration	RWES	12882	" 412,883 "	80	12160 to 14062	24														
25	10	3	25003	10	MAT	F4T Base	Math - Source Function C	Program the Source C for the receiver in the Math block.	"None (61), Analog Input (142), Current (22), Cool Power (161), Heat Power (160), Power (73), Linearization (238), Math (240), Process Value (241), Set Point Closed (242), Set Point Open (243), Variable (245), Condition (10001), Encoder (1740), Profile Number (1779), Cascade Cool Power (1795), Cascade Heat Power (1794), Cascade Power (1796), Cascade Set Point Closed (1797), Cascade Set Point Open (1798)"	None (61)	Wide Enumeration	RWES	12884	" 412,885 "	80	12160 to 14062	24														
25	10	4	25004	10	MAT	F4T Base	Math - Source Function D	Program the Source D for the receiver in the Math block.	"None (61), Analog Input (142), Current (22), Cool Power (161), Heat Power (160), Power (73), Linearization (238), Math (240), Process Value (241), Set Point Closed (242), Set Point Open (243), Variable (245), Condition (10001), Encoder (1740), Profile Number (1779), Cascade Cool Power (1795), Cascade Heat Power (1794), Cascade Power (1796), Cascade Set Point Closed (1797), Cascade Set Point Open (1798)"	None (61)	Wide Enumeration	RWES	12886	" 412,887 "	80	12160 to 14062	24														
25	10	5	25005	10	MAT	F4T Base	Math - Source Function E	Program the Source E for the receiver in the Math block.	"None (61), Alarm (6), Compare (230), Counter (231), Digital IO (1142), Profile Event A (233), Profile Event B (234), Profile Event C (235), Profile Event D (236), Profile Event E (247), Profile Event F (248), Profile Event G (249), Profile Event H (250), Function Key (1001), Logic (239), Timer (244) Variable (245), Condition (10001), Profile Running (1780), Profile Paused (1781)"	None (61)	Wide Enumeration	RWES	12888	" 412,889 "	80	12160 to 14062	24														
25	10	6	25006	10	MAT	F4T Base	Math - Source Instance A	Program the Source Instance A for the receiver in the Math block.	1 to 250	1	unsigned 8-bit	RWES	12890	" 412,891 "	80	12160 to 14062	24														
25	10	7	25007	10	MAT	F4T Base	Math - Source Instance B	Program the Source Instance B for the receiver in the Math block.	1 to 250	1	unsigned 8-bit	RWES	12892	" 412,893 "	80	12160 to 14062	24														
25	10	8	25008	10	MAT	F4T Base	Math - Source Instance C	Program the Source Instance C for the receiver in the Math block.	1 to 250	1	unsigned 8-bit	RWES	12894	" 412,895 "	80	12160 to 14062	24														
25	10	9	25009	10	MAT	F4T Base	Math - Source Instance D	Program the Source Instance D for the receiver in the Math block.	1 to 250	1	unsigned 8-bit	RWES	12896	" 412,897 "	80	12160 to 14062	24														
25	10	10	25010	10	MAT	F4T Base	Math - Source Instance E	Program the Source Instance E for the receiver in the Math block.	1 to 250	1	unsigned 8-bit	RWES	12898	" 412,899 "	80	12160 to 14062	24														
25	10	11	25011	10	MAT	F4T Base	Math - Source Zone A	Program the Source Zone A for the receiver in the Math block.	0 to 24	0	unsigned 8-bit	RWES	12900	" 412,901 "	80	12160 to 14062	24														
25	10	12	25012	10	MAT	F4T Base	Math - Source Zone B	Program the Source Zone B for the receiver in the Math block.	0 to 24	0	unsigned 8-bit	RWES	12902	" 412,903 "	80	12160 to 14062	24														
25	10	13	25013	10	MAT	F4T Base	Math - Source Zone C	Program the Source Zone C for the receiver in the Math block.	0 to 24	0	unsigned 8-bit	RWES	12904	" 412,905 "	80	12160 to 14062	24														
25	10	14	25014	10	MAT	F4T Base	Math - Source Zone D	Program the Source Zone D for the receiver in the Math block.	0 to 24	0	unsigned 8-bit	RWES	12906	" 412,907 "	80	12160 to 14062	24														
25	10	15	25015	10	MAT	F4T Base	Math - Source Zone E	Program the Source Zone E for the receiver in the Math block.	0 to 24	0	unsigned 8-bit	RWES	12908	" 412,909 "	80	12160 to 14062	24														
25	10	16	25016	10	MAT	F4T Base	Math - Source Value A	Monitor the Source Value A driving this receiver.	"-99,999.000 to 99,999.000°F or units, -55,572.778 to 55,537.200°C"	no default	IEEE Float	R	12910	" 412,911 "	80	12160 to 14062	24														
25	10	17	25017	10	MAT	F4T Base	Math - Source Value B	Monitor the Source Value B driving this receiver.	"-99,999.000 to 99,999.000°F or units, -55,572.778 to 55,537.200°C"	no default	IEEE Float	R	12912	" 412,913 "	80	12160 to 14062	24														
25	10	18	25018	10	MAT	F4T Base	Math - Source Value C	Monitor the Source Value C driving this receiver.	"-99,999.000 to 99,999.000°F or units, -55,572.778 to 55,537.200°C"	no default	IEEE Float	R	12914	" 412,915 "	80	12160 to 14062	24														
25	10	19	25019	10	MAT	F4T Base	Math - Source Value D	Monitor the Source Value D driving this receiver.	"-99,999.000 to 99,999.000°F or units, -55,572.778 to 55,537.200°C"	no default	IEEE Float	R	12916	" 412,917 "	80	12160 to 14062	24														
25	10	20	25020	10	MAT	F4T Base	Math - Source Value E	Monitor the Source Value E driving this receiver.	"Off (62), On (63)"	no default	Wide Enumeration	R	12918	" 412,919 "	80	12160 to 14062	24														
25	10	21	25021	10	MAT	F4T Base	Math - Function	Program the Function of the Math block.	"Off (62), Average (1367), Process Scale (1371), Deviation Scale (1372), Switch Over (1370), Differential (1373), Ratio (1374), Add (1375), Multiply (1376), Absolute Difference (1377), Minimum (1378), Maximum (1379), Square Root (1380), Sample and Hold (1381), Pressure to Altitude (1649), Dewpoint (1650)"	Off (62)	Wide Enumeration	RWES	12920	" 412,921 "	80	12160 to 14062	24														
25	10	22	25022	10	MAT	F4T Base	Math - Value	Monitor the output value of the Math block.	"-99,999.000 to 99,999.000°F or units, -55,572.778 to 55,537.200°C"	no default	IEEE Float	R	12922	" 412,923 "	80	12160 to 14062	24														
25	10	23	25023	10	MAT	F4T Base	Math - Offset	Program value added to the result of the calculation.	"-99,999.000 to 99,999.000°F or units, -55,555.000 to 55,555.000°C"	"0°F or units, 0°C"	IEEE Float	RWES	12924	" 412,925 "	80	12160 to 14062	24														
25	10	24	25024	10	MAT	F4T Base	Math - Scale Low	Program the value of input X at which the Range Low setting is the desired result of scaling.	"-99,999.000 to 99,999.000°F or units, -55,572.778 to 55,537.200°C"	0.0	IEEE Float	RWES	12926	" 412,927 "	80	12160 to 14062	24														
25	10	25	25025	10	MAT	F4T Base	Math - Scale High	Program the value of input X at which the Range High setting is the desired result of scaling.	"-99,999.000 to 99,999.000°F or units, -55,572.778 to 55,537.200°C"	1.0	IEEE Float	RWES	12928	" 412,929 "	80	12160 to 14062	24														
25	10	26	25026	10	MAT	F4T Base	Math - Range Low	Program the desired result of scaling at the point where input X equals the Scale Low setting. Or program the value of input X at which the Low Range setting plus the DEV value is the desired output.	"-99,999.000 to 99,999.000°F or units, -55,572.778 to 55,537.200°C"	0.0	IEEE Float	RWES	12930	" 412,931 "	80	12160 to 14062	24														
25	10	27	25027	10	MAT	F4T Base	Math - Range High	Program the desired result of scaling at the point where input X equals the Scale High setting. Or program the value of input X at which the High Range setting plus the DEV value is the desired output.	"-99,999.000 to 99,999.000°F or units, -55,572.778 to 55,537.200°C"	1.0	IEEE Float	RWES	12932	" 412,933 "	80	12160 to 14062	24														
25	10	28	25028	10	MAT	F4T Base	Math - Filter	Program the amount of filtering to apply.	0.0 to 60.0 Seconds	0.0 seconds	IEEE Float	RWES	12934	" 412,935 "	80	12160 to 14062	24														
25	10	29	25029	10	MAT	F4T Base	Math - Error	Monitor the Math block for input or calculation errors.	"None (61), Open (65), Shorted (127), Measurement Error (140), Bad Cal Data (139), Ambient Error (9), RTD Error (141), Fail (32), Math Error (1423), Not Sourced (246), Stale (1617)"	no default	Wide Enumeration	R	12936	" 412,937 "	80	12160 to 14062	24														
25	10	30	25030	10	MAT	F4T Base	Math - Pressure Units	Program the units of pressure input.	"PSI (1671), mbar (1672), Torr (1673), Pascal (1674), Atmosphere (1675)"	PSI (1671)	Wide Enumeration	RWES	12938	" 412,939 "	80	12160 to 14062	24														
25	10	31	25031	10	MAT	F4T Base	Math - Altitude Units	Program the units for the altitude output.	"Feet (1676), Kilofeet (1677)"	Kilofeet (1677)	Wide Enumeration	RWES	12940	" 412,941 "	80	12160 to 14062	24														
25	10	32	25032	10	MAT	F4T Base	Math - Units	Program the source units.	"Source (1539), None (61), Absolute Temperature (1540), RelativeTemperature (1541), Power (73), Process (75), Relative Humidity (1538)"	Source (1539)	Wide Enumeration	RWES	12942	" 412,943 "	80	12160 to 14062	24														
25	11	1	25001	11	MAT	F4T Base	Math - Source Function A	Program the Source A for the receiver in the Math block.	"None (61), Analog Input (142), Current (22), Cool Power (161), Heat Power (160), Power (73), Linearization (238), Math (240), Process Value (241), Set Point Closed (242), Set Point Open (243), Variable (245), Condition (10001), Encoder (1740), Profile Number (1779), Cascade Cool Power (1795), Cascade Heat Power (1794), Cascade Power (1796), Cascade Set Point Closed (1797), Cascade Set Point Open (1798)"	None (61)	Wide Enumeration	RWES	12960	" 412,961 "	80	12160 to 14062	24														
25	11	2	25002	11	MAT	F4T Base	Math - Source Function B	Program the Source B for the receiver in the Math block.	"None (61), Analog Input (142), Current (22), Cool Power (161), Heat Power (160), Power (73), Linearization (238), Math (240), Process Value (241), Set Point Closed (242), Set Point Open (243), Variable (245), Condition (10001), Encoder (1740), Profile Number (1779), Cascade Cool Power (1795), Cascade Heat Power (1794), Cascade Power (1796), Cascade Set Point Closed (1797), Cascade Set Point Open (1798)"	None (61)	Wide Enumeration	RWES	12962	" 412,963 "	80	12160 to 14062	24														
25	11	3	25003	11	MAT	F4T Base	Math - Source Function C	Program the Source C for the receiver in the Math block.	"None (61), Analog Input (142), Current (22), Cool Power (161), Heat Power (160), Power (73), Linearization (238), Math (240), Process Value (241), Set Point Closed (242), Set Point Open (243), Variable (245), Condition (10001), Encoder (1740), Profile Number (1779), Cascade Cool Power (1795), Cascade Heat Power (1794), Cascade Power (1796), Cascade Set Point Closed (1797), Cascade Set Point Open (1798)"	None (61)	Wide Enumeration	RWES	12964	" 412,965 "	80	12160 to 14062	24														
25	11	4	25004	11	MAT	F4T Base	Math - Source Function D	Program the Source D for the receiver in the Math block.	"None (61), Analog Input (142), Current (22), Cool Power (161), Heat Power (160), Power (73), Linearization (238), Math (240), Process Value (241), Set Point Closed (242), Set Point Open (243), Variable (245), Condition (10001), Encoder (1740), Profile Number (1779), Cascade Cool Power (1795), Cascade Heat Power (1794), Cascade Power (1796), Cascade Set Point Closed (1797), Cascade Set Point Open (1798)"	None (61)	Wide Enumeration	RWES	12966	" 412,967 "	80	12160 to 14062	24														
25	11	5	25005	11	MAT	F4T Base	Math - Source Function E	Program the Source E for the receiver in the Math block.	"None (61), Alarm (6), Compare (230), Counter (231), Digital IO (1142), Profile Event A (233), Profile Event B (234), Profile Event C (235), Profile Event D (236), Profile Event E (247), Profile Event F (248), Profile Event G (249), Profile Event H (250), Function Key (1001), Logic (239), Timer (244) Variable (245), Condition (10001), Profile Running (1780), Profile Paused (1781)"	None (61)	Wide Enumeration	RWES	12968	" 412,969 "	80	12160 to 14062	24														
25	11	6	25006	11	MAT	F4T Base	Math - Source Instance A	Program the Source Instance A for the receiver in the Math block.	1 to 250	1	unsigned 8-bit	RWES	12970	" 412,971 "	80	12160 to 14062	24														
25	11	7	25007	11	MAT	F4T Base	Math - Source Instance B	Program the Source Instance B for the receiver in the Math block.	1 to 250	1	unsigned 8-bit	RWES	12972	" 412,973 "	80	12160 to 14062	24														
25	11	8	25008	11	MAT	F4T Base	Math - Source Instance C	Program the Source Instance C for the receiver in the Math block.	1 to 250	1	unsigned 8-bit	RWES	12974	" 412,975 "	80	12160 to 14062	24														
25	11	9	25009	11	MAT	F4T Base	Math - Source Instance D	Program the Source Instance D for the receiver in the Math block.	1 to 250	1	unsigned 8-bit	RWES	12976	" 412,977 "	80	12160 to 14062	24														
25	11	10	25010	11	MAT	F4T Base	Math - Source Instance E	Program the Source Instance E for the receiver in the Math block.	1 to 250	1	unsigned 8-bit	RWES	12978	" 412,979 "	80	12160 to 14062	24														
25	11	11	25011	11	MAT	F4T Base	Math - Source Zone A	Program the Source Zone A for the receiver in the Math block.	0 to 24	0	unsigned 8-bit	RWES	12980	" 412,981 "	80	12160 to 14062	24														
25	11	12	25012	11	MAT	F4T Base	Math - Source Zone B	Program the Source Zone B for the receiver in the Math block.	0 to 24	0	unsigned 8-bit	RWES	12982	" 412,983 "	80	12160 to 14062	24														
25	11	13	25013	11	MAT	F4T Base	Math - Source Zone C	Program the Source Zone C for the receiver in the Math block.	0 to 24	0	unsigned 8-bit	RWES	12984	" 412,985 "	80	12160 to 14062	24														
25	11	14	25014	11	MAT	F4T Base	Math - Source Zone D	Program the Source Zone D for the receiver in the Math block.	0 to 24	0	unsigned 8-bit	RWES	12986	" 412,987 "	80	12160 to 14062	24														
25	11	15	25015	11	MAT	F4T Base	Math - Source Zone E	Program the Source Zone E for the receiver in the Math block.	0 to 24	0	unsigned 8-bit	RWES	12988	" 412,989 "	80	12160 to 14062	24														
25	11	16	25016	11	MAT	F4T Base	Math - Source Value A	Monitor the Source Value A driving this receiver.	"-99,999.000 to 99,999.000°F or units, -55,572.778 to 55,537.200°C"	no default	IEEE Float	R	12990	" 412,991 "	80	12160 to 14062	24														
25	11	17	25017	11	MAT	F4T Base	Math - Source Value B	Monitor the Source Value B driving this receiver.	"-99,999.000 to 99,999.000°F or units, -55,572.778 to 55,537.200°C"	no default	IEEE Float	R	12992	" 412,993 "	80	12160 to 14062	24														
25	11	18	25018	11	MAT	F4T Base	Math - Source Value C	Monitor the Source Value C driving this receiver.	"-99,999.000 to 99,999.000°F or units, -55,572.778 to 55,537.200°C"	no default	IEEE Float	R	12994	" 412,995 "	80	12160 to 14062	24														
